Name,HMIS Code,FacilityType,AgencyName,OperationalStatus,DistrictName,Latitude,Longitude,Address,ContactPhone,HasRefrigerator,HasPower,StaffCount,CatchmentRadius
Zam Zam Medical Centre,4121620280,clinic,,,Kampala,0.34388187,32.58920160,kampala,,,,,
KISIITA HEALTH CENTRE III,8286248,hospital,,,Kakumiro,1.11313757,31.37087638,,,,,,
HEALTH CENTRE III,11010338110,hospital,,,Mityana,0.37567569,32.22990997,,,,,,
Yumbe Hospital,5573437710,clinic,ACF;IDI;CUAM;UNICEF,operational,Yumbe,3.44178995,31.18712168,,,,,8,
Agape Health Care Centre,3995681771,doctors,,,Butaleja,0.85280530,33.92451806,"Busaba Busoko Road, Busolwe Town Council",,,,,
NAWANDALA HEALTH CENTRE II,11056452268,clinic,,,Iganga,0.82698032,33.39523868,,,,,,
KAFUNJO H/C II,11001478371,clinic,,,Rukungiri,-1.01628761,29.92298869,,,,,,
Executive Health Care,10020565449,doctors,,,Arua,3.00533754,30.91123133,,,,,,
Ikanza Pharmacy,4048902028,pharmacy,,,Mayuge,0.45704402,33.48008466,"Bugadde Road, Mayuge",,,,,
John Ruvanga James Nyama Drug Shop,5639737532,pharmacy,Private,operational,Kikuube,1.18536200,30.78402858,,,,,1,
Nabyewanga HC II,1186620,clinic,government,,Mpigi,-0.07636706,31.96897412,,,,,,
Kirabo medical center,8963738635,clinic,private,,Kampala,0.34748190,32.57387126,,,,,1,
APIRE HEALTH CENTRE II,11073118358,hospital,,,Kwania,2.00243026,32.68313096,,,,,,
JUPANGIRA,11066741250,hospital,,,Nebbi,2.43513947,31.04037375,,,,,,
Carrapy Health Care Centre,4121620274,doctor,,,Kampala,0.35047290,32.59414474,Kampala,,,,,
African Palliative Care Association,1735590535,clinic,,,Kampala,0.28006684,32.58548146,,,,,,
INDE HEALTH CENTRE II,11066741264,hospital,,,Madi Okollo,2.88222046,31.21338159,,,,,,
LUSAKA NURSING HOME,11010338352,hospital,,,Kampala,0.30240000,32.57422959,,,,,,
HEALTH CENTRE II,11073118347,hospital,,,Dokolo,1.73443558,33.04039416,,,,,,
my place,6264107886,clinic,,,Kanungu,-0.75252370,29.69788119,,,,,,
MPENJA,11001694596,hospital,,,Gomba,0.22552588,32.05130570,,,,,,
RUHAAMA H/C III,11001478345,hospital,,,Ntungamo,-0.98439615,30.35213978,,,,,,
Ayden Pharmaceuticals Limited,4124066929,pharmacy,,,Kampala,0.31412192,32.57683519,kampala,,,,,
OCOCIA HEALTH CENTRE III,11151161552,hospital,,,Amuria,2.05742485,33.47307287,,,,,,
KAKAIRE,11056452391,hospital,,,Jinja,0.65021704,33.27075929,,,,,,
NTARA UC,11007285450,hospital,,,Kitagwenda,-0.00154734,30.36130590,,,,,,
Buwunga Health Centre III,3998032221,clinic,,,Bugiri,0.54545994,33.69050262,Buwunga,,,,,
Muni Drug Shop,5308494958,pharmacy,Private,,Arua,2.98835623,30.93295379,,,,,,
KAVU,11001478324,hospital,,,Kabale,-1.33383601,30.13704456,,,,,,
LOMODOCH HEALTH CENTRE II,6316972,hospital,,,Kaabong,3.56530718,34.03064117,,,,,,
ACHORICHOR HEALTH CENTRE II,6547648,hospital,,,Amudat,2.11757305,34.80912929,,,,,,
GoodLife Pharmacy,8481523026,pharmacy,,,Kampala,0.35551729,32.61402502,Kigobe Road,,,,,
Nabigingo Islamic Medical centre,3995996392,doctors,,,Bugiri,0.41204786,33.75247028,Muterere,,,,,
ZUULA DIAGONISTIC,11010338386,hospital,,,Kampala,0.29425715,32.56197214,,,,,,
Health Centre,3761571565,clinic,,,Luwero,0.68111308,32.60818258,,,,,,
St. Joseph Medical Clinic,8605926817,clinic,,,Lira,2.24049274,32.89274048,,,,,,
WARR,11066741219,hospital,,,Zombo,2.59738755,30.89017314,,,,,,
Class C Drug Shop,4052756511,pharmacy,,,Iganga,0.62165437,33.49147458,"Jinja - Mbale Road, Nakalama",,,,,
BUWUNGA,11056452370,hospital,,,Bugiri,0.54526246,33.69006232,,,,,,
Grace general medical clinic,9754649527,clinic,,,Wakiso,0.43411943,32.52305120,,,,,,
Apopong Health Centre,3967933560,hospital,,,Pallisa,1.21813248,33.64878438,"Gogonyo, Apopong",,,,,
Génération Clinic,5299222411,doctors,Culvary church,operational,Arua,3.26194498,31.05500494,,,,,,
Zone 3 West,5215671219,clinic,MSF,,Obongi,3.41214693,31.54051663,,,,,,
First Aid Drug Shop,6007027153,doctors,private,non_operational,Yumbe,3.21939995,31.40539322,,,,,4,
Ayivu Health Center III,1024043,clinic,UNHCR;IRC;RMF,operational,Yumbe,3.24703827,31.36817162,,,,,22,
Healing River Pharmacy,4041828088,pharmacy,,,Jinja,0.43259325,33.21184155,"Kutch Road East, Jinja",,,,,
LOSILANG HC III,11080473478,hospital,,,Kotido,3.10977799,34.16012138,,,,,,
RWASHAMAIRE HEALTH CENTRE IV,1975811,hospital,,,Ntungamo,-0.84169073,30.13324378,,,,,,
Kihanga Health Centre III,3835229379,clinic,,,Kabale,-1.23968847,29.97255113,,,,,,
HEALTH CENTRE II,11001694561,clinic,,,Rakai,-0.62419417,31.18110506,,,,,,
MORUKATIPE HEALTH CENTRE 11,11056452235,clinic,,,Tororo,0.70190045,34.23628739,,,,,,
Trust Medicare,10734507809,clinic,private,,Hoima,1.42974988,31.35816497,,,,,,
Dental Clinic,2500701753,hospital,,,Mbale,1.07635719,34.17660875,,,,,,
Kampala Childrens' Hospital,3181526309,clinic,,,Kampala,0.29988492,32.55817715,,,,,,
ARWOTCEK HC III,1371592,hospital,,,Amolatar,1.73498150,32.84529212,,,,,,
Butagaya Health Centre II,4041886882,doctors,,,Jinja,0.59269523,33.10801139,Butagaya,,,,,
Don-Ken Clinic,4003306166,clinic,,,Kampala,0.33006606,32.61414245,,,,,,
Drug Shop,6007027146,doctors,private,operational,Kikuube,1.16235326,30.80170324,,,,,1,
Bukigai Health Centre,542507954,doctors,,,Bududa,1.01433999,34.37018738,,,,,,
HEALTH CENTRE II,11001734197,clinic,,,Bundibugyo,0.73398729,30.02380957,,,,,,
Eden Drug Shop,10147626109,pharmacy,private,operational,Bundibugyo,0.79952548,30.14445047,,,,,,
HEALTH CENTRE III,11066739702,hospital,,,Nebbi,2.32472877,31.10611393,,,,,,
HEALTH CENTRE III (FOC-REV MINISTRIES),11056452288,clinic,,,Busia,0.32575483,33.99722638,,,,,,
HEALTH CENTRE 111,11001694707,hospital,,,Kyotera,-0.65480563,31.64246924,,,,,,
Cyprus Medical Centre,10020547586,doctors,,,Arua,3.06987954,30.93877603,,,,,,
HEALTH CENTRE II,11001694602,clinic,,,Kyotera,-0.58046586,31.63895705,,,,,,
MOROTO DMO,11151161561,hospital,,,Moroto,2.52639568,34.66601357,,,,,,
RUBINGO HEALTH CENTRE II,11001734038,hospital,,,Kabarole,0.59816978,30.27680123,,,,,,
New Jerusalem Human Drug shop,8336695378,pharmacy,private,,Kisoro,-1.27829434,29.70172472,,,,,1,
Cannan Medical Clinic and Laboratory services,9992537235,doctor,,,Lira,2.23965907,32.88885799,,,,,,
Joy Medical Centre,3968670371,doctors,,,Kibuku,1.04635509,33.79923853,"Palisa Road, Kibuku Town Council",,,,,
BOROBORO DISPENSARY/HC III,11073166717,hospital,,,Lira,2.19009336,32.92872659,,,,,,
Pevans Clinic Laboratory and Dental Services,8591829321,clinic,,,Wakiso,0.43295803,32.60060165,,,,,,
Ibaakwe Health Centre ll,5789319857,clinic,MTI;UNICEF;WFP;CUAM;IDI,operational,Obongi,3.51109328,31.69822993,,,,,3,
BUYAGA,11001694664,clinic,,,Masaka,-0.49770295,31.80363488,,,,,,
BULUBANDI HEALTH CENTRE II,1022563,clinic,,,Iganga,0.59276069,33.49337459,,,,,,
Life Consultant and Diagnostic Orthopedic Medical Center,8963738667,clinic,private,,Kampala,0.34113797,32.57442329,,,,,9,
BUSAMBALA,11010338185,hospital,,,Kampala,0.27844309,32.56666375,,,,,,
Mac Dental Clinic,8566373319,dentist,,,Wakiso,0.40690205,32.64170542,,,,,,
EBENEZER DENTAL CLINIC,11010338202,clinic,,,Kampala,0.35475127,32.61437605,,,,,,
Jagusi Health Centre ii,4052167287,doctors,,,Mayuge,0.12442797,33.57959009,"Jagusi, Mayuge",,,,,
KARONGO HEALTH CENTRE II,11056452387,clinic,,,Jinja,0.56328238,33.26698022,,,,,,
Ayaka Health Centre II,8833680,clinic,government,,Zombo,2.44998382,30.82263705,,,,,2,
Biotic Support,3946120541,clinic,,,Mbale,0.99140702,34.16725790,mbale,,,,,
HEALTH CENTRE II,11001694549,hospital,,,Ssembabule,-0.25588236,31.35091722,,,,,,
RUKORA HEALTH/C II,11029992826,clinic,,,Ntoroko,0.96942397,30.21470465,,,,,,
ASAMUK HEALTH CENTER III,4540131,hospital,,,Amuria,1.97639422,33.70206730,,,,,,
Katiira Health Centre,3966532512,doctors,,,Budaka,1.10873179,34.04103490,Kavule,,,,,
Joy Arzt Clinics,8349251259,clinic,,,Wakiso,0.07661257,32.47966119,,,,,,
KAGAMBA H/C III,11001694571,hospital,,,Rakai,-0.65136436,31.32822163,,,,,,
BELAMELING,11054959891,hospital,,,Obongi,3.47610227,31.61133658,,,,,,
Tula Clinic,9147833021,clinic,private,,Kampala,0.38354839,32.56381524,Kawempe_II,,,,2,
CILIO HEALTH CENTRE III,11054959847,hospital,,,Arua,3.19766559,31.03114502,,,,,,
KIGUMA HEALTH CENTRE II,11001734093,clinic,,,Kabarole,0.64651333,30.21905477,,,,,,
Eden Diagnostic Laboratory,3953417177,clinic,,,Mbale,1.07684309,34.17502080,"Pallisa Road, mbale",,,,,
Frieca Pharmacy,3769413736,pharmacy,,,Kampala,0.33113459,32.57449722,,,,,,
LWABIYATA HEALTH UNIT 11,11073166851,hospital,,,Nakasongola,1.50510529,32.37379440,,,,,,
Namulo Health Centre II,9682392,doctors,,,Butaleja,0.90614538,34.04010945,Butaleja,,,,,
KYABASAIJA,11029992863,clinic,,,Kakumiro,0.76012333,31.38096987,,,,,,
Health centre II,3990467000,doctors,,,Tororo,0.72841928,34.16295496,Rubongi,,,,,
Care Point Clinic,4123360419,doctor,,operational,Kampala,0.35311663,32.58705910,"Kyebando Ring Road, kampala",,,,,
Global Glory Medical Clinic,10020565442,doctors,,,Arua,2.99692572,30.91320929,,,,,,
KAGUGUBE,11010338344,hospital,,,Kampala,0.32560563,32.57073283,,,,,,
Akot Memorial Clinic,10102653180,doctors,,,Gulu,2.77067460,32.29661215,,,,,,
KAYONZA H/C III,11001478414,hospital,,,Ntungamo,-1.12337598,30.12367685,,,,,,
HEALTHCENTRE II,11010338068,hospital,,,Mityana,0.49051832,31.94477884,,,,,,
KAMPALA SKIN CLINIC,11010338232,clinic,,,Kampala,0.33091750,32.57437510,,,,,,
NAKIFUMA,11010338459,hospital,,,Mukono,0.54262987,32.79034565,,,,,,
Tazita,5299222412,pharmacy,,operational,Arua,3.09031864,31.08209257,,,,,0,
SEBITOLI B HEALTH CENTRE II,11001734106,clinic,,,Kabarole,0.64940786,30.37446800,,,,,,
BUNAGAMI H/L III,11056452073,clinic,,,Sironko,1.19901444,34.38900819,,,,,,
NAKASOZI HC II,7166222,hospital,,,Kiboga,0.70897243,31.90032382,,,,,,
Restoration gateway Hospital - Karuma,9402072118,hospital,,,Kiryandongo,2.22933223,32.28612807,,,,,,
Ron Drug Shop,4104666138,pharmacy,,,Kampala,0.32496400,32.54000184,"Masiro Road, Kampala",,,,,
Gentle Care Pharmacy,8442093818,pharmacy,,,Wakiso,0.37985599,32.62562130,,,,,,
LWENGENYI HEALTH CENTRE II,11001694566,hospital,,,Lwengo,-0.41648868,31.29034029,,,,,,
Royal Treat,10198909182,clinic,private,,Lira,2.24034044,32.88655514,Lira,,,,1,
Malembo HC ll,5608792680,clinic,,,Kikuube,1.13743906,30.71064158,,,,,,
ABELA HEALTH CENTRE II,11073166793,hospital,,,Oyam,2.59586137,32.75127843,,,,,,
El Makes Clinic,8632128737,doctors,private,,Zombo,2.41659836,30.98908404,,,,,1,
Victory Medical Clinic,7269625,clinic,,,Kiryandongo,1.81290713,32.01313476,Gulu - Kampala Road,,,,,
RUGAZI,11007285478,hospital,,,Rubirizi,-0.26202881,30.10337177,,,,,,
Bukanga Health Centre III,517491003329,clinic,,,Luuka,0.70657713,33.35929725,"Iganga-Luuka Road, Bukanga",,,,,
Divine Medical Centre,4102724079,clinic,,,Kampala,0.27879807,32.59474505,"Semaganda Road, Kampala",,,,,
St Mark Lab,8686567019,clinic,,,Kiryandongo,1.81191169,32.00805533,,,,,,
Divine Health Care,10020565455,doctors,,,Arua,2.98669108,30.92817384,,,,,,
Noble Health Care Clinic,10102769152,doctors,,,Gulu,2.81826730,32.33954929,,,,,,
Muni University Clinic,10023811281,hospital,,,Arua,2.99817915,30.92620032,,,,,,
KIYUNI,11029992993,clinic,,,Mubende,0.67865986,31.33459799,,,,,,
NGORA,11056452379,hospital,,,Ngora,1.47737720,33.79425348,,,,,,
Alleluia Clinic,5639737538,pharmacy,AAH,operational,Kikuube,1.18783500,30.78374493,,,,,3,
Virgo Pharmacy Ggaba,4100092598,pharmacy,,,Kampala,0.25640682,32.63653487,"Ggaba Market Street, Kampala",,,,,
Liberty Drug Shop,5308494953,pharmacy,,,Madi Okollo,3.04213879,31.25650648,,,,,,
KYOTERA HEALTH CENTRE II,11001694718,clinic,,,Kyotera,-0.63230232,31.54304277,,,,,,
Kagezi Health Center III,7374194,clinic,government,,Kisoro,-1.28397501,29.77132829,,,,,11,
Ezoova,5332973056,doctors,,operational,Arua,2.99459169,30.90359827,,,,,,
DOUBLE CURE HOSPITAL,7194927,clinic,private_non_profit,,Mpigi,0.21141536,32.31937933,Masaka Road,,,,,
Dr More. Ahmad Medical Clinic,4116600475,doctor,,,Kampala,0.31076623,32.58087200,"Entebbe Road, Kampala",,,,,
Highway Clinic,3955077840,clinic,,,Mbale,1.08562884,34.17868134,"Lira-Mbale Road, mbale",,,,,
KIYUNGA HEALTH CENTRE IV,7267231,hospital,,,Luuka,0.76619836,33.33124260,,,,,,
KABIRA,11001478460,hospital,,,Mitooma,-0.69503575,30.02821803,,,,,,
HEALTH CENTRE III,11056452279,clinic,,,Sironko,1.22391683,34.23746447,,,,,,
Mulago Medical Clinic,8442648517,clinic,,,Ntungamo,-0.83039896,30.27235546,,,,,,
KIGOYERA HEALTH CENTRE III,1734237,hospital,,,Kyenjojo,0.86311194,30.53010418,,,,,,
Destiny Medical Centre,3986163608,doctors,,,Tororo,0.69236385,34.18055905,tororo,,,,,
HEALTH CENTRE IV,11066739693,hospital,,,Pakwach,2.24981215,31.31728970,,,,,,
Jimmy's Drug Shop Simba,10023811305,doctors,,,Arua,3.09095014,30.89704639,,,,,,
Grace Light,3995681793,doctors,,,Butaleja,0.85016123,33.92689542,"Butaleja road, Busolwe Town Council",,,,,
Patient Health Care Clinic,8963738654,clinic,private,,Kampala,0.34270103,32.57561135,,,,,3,
Life Care Pharmacy,4427699680,pharmacy,,,Kampala,0.31127048,32.57639086,Nakivubo Green,,,,,
ORIVU,11066741282,hospital,,,Arua,3.02737105,30.98598877,,,,,,
MIGINA HEALTH CENTRE II,11029979797,clinic,,,Kazo,0.13135519,30.85430245,,,,,,
Bwikhonge Health Centre ll,3958447292,clinic,,,Bulambuli,1.39213140,34.31866968,"Bwikhonge, Bwikhonge",,,,,
BULUMBI,11056452021,clinic,,,Busia,0.50255096,33.98535149,,,,,,
BUYAYA HEALTH CENTRE II,7824904,clinic,,,Sironko,1.18584874,34.25054074,,,,,,
HEALTH CENTRE II,11001694623,clinic,,,Ssembabule,-0.31756923,31.56121104,,,,,,
MVULE CRESCENT,11056452209,hospital,,,Jinja,0.43804325,33.21141776,,,,,,
KEBISINGO HEALTH CENTRE II,11007285501,hospital,,,Kamwenge,0.18106784,30.54805043,,,,,,
Air Field,5333865325,doctors,,operational,Arua,3.04699326,30.91417665,,,,,,
ALEBTONG HEALTH CENTRE 4,8248141,hospital,,,Alebtong,2.26080360,33.23628117,,,,,,
KARENGA HEALTH CENTRE III,11080473514,hospital,,,Karenga,3.73912698,33.72626434,,,,,,
SAS CLINIC,9738460,clinic,,,Kampala,0.32487297,32.57359055,,,,,,
Virtuous Doctor's Clinic,10023486996,doctors,,,Arua,3.02396029,30.91233917,,,,,,
Mt. Zion Medical Clinic and Maternity Home,8336695380,doctors,private,,Kisoro,-1.28878253,29.68679294,,,,,3,
Mulago medical center,8963738637,clinic,private,,Kampala,0.34395488,32.57374495,,,,,11,
Kagumu Health Centre,3968719065,doctors,,,Kibuku,1.10323368,33.86363393,Kagumu,,,,,
IMMUNISATION CENTRE,11001730392,clinic,,,Bundibugyo,0.71898897,30.10633452,,,,,,
Eurojoi Pharmacy Limited,4124066937,pharmacy,,,Kampala,0.31424279,32.57687433,kampala,,,,,
Virika Pharmacy,8575855619,pharmacy,,,Kabarole,0.65374306,30.27556188,,,,,,
ALITO HEALTH CENTRE III,4260759,hospital,,,Kole,2.43953419,32.86037058,,,,,,
Makro Pharmacy (U) Ltd.,599171971,pharmacy,,,Kampala,0.33845048,32.58793224,,,,,,
KARAMOJA HC III,11080417501,hospital,,,Kotido,3.01617669,34.12329515,,,,,,
COMMUNITY SUPPORT CENTRE,11056452196,clinic,,,Jinja,0.46432554,33.21390333,,,,,,
Paidha Medical Clinic,8632128741,doctors,private,,Zombo,2.41670322,30.98848993,,,,,2,
Blessed Drug Shop,10020547594,doctors,,,Arua,3.02401360,30.91406710,,,,,,
Azura Medicare,4102724061,clinic,,,Kampala,0.27070676,32.59188339,"Luwafu Road, Kampala",,,,,
ALEMERE COMMUNITY H/C II,11073166771,hospital,,,Amolatar,1.63339107,32.81463137,,,,,,
KAHOKYA HEALTH CTR,11001734220,clinic,,,Kasese,0.05776862,29.95752858,,,,,,
KAMWEZI,11001478326,hospital,,,Rukiga,-1.22127636,30.15477404,,,,,,
KAGOLOTO H/C III,11056452238,clinic,,,Bukedea,1.32013839,34.16554120,,,,,,
HEALTH CENTRE II,11056452414,clinic,,,Bulambuli,1.32841653,34.27138670,,,,,,
Deonadency Drug Shop,10102653145,doctors,,,Gulu,2.74927736,32.28874456,,,,,,
ABOKE MISSION HEALTH CENTRE II,11073166789,hospital,,,Kole,2.37602652,32.70959473,,,,,,
Epi-Centre Senge HC III,7651410059,clinic,Ministry of Health,,Butambala,0.16398837,32.16442317,,,,,,
Goodhope Health Care,1596072407,clinic,,,Kampala,0.30665624,32.61227337,,,,,,
Ikhlas Drug Shop,5338522795,doctors,Private,operational,Arua,3.03163845,30.91353242,,,,,,
PANYIGOR,11066741233,hospital,,,Pakwach,2.38543939,31.44346978,,,,,,
Care Drug Shop,3966532493,pharmacy,,,Budaka,1.10013347,34.01242344,Iki-Iki,,,,,
HEALTH CENTRE III,11056452016,clinic,,,Sironko,1.21616239,34.31891494,,,,,,
MATERNITY HOME,11010338166,hospital,,,Mukono,0.30104104,32.77853873,,,,,,
NISHA MED CARE CLINIC,11029993047,clinic,,,Kikuube,1.31956616,30.89102835,,,,,,
KABUHEMBA H/C II,11001478411,clinic,,,Rukungiri,-1.00807058,29.96691087,,,,,,
ABWONG HEALTH CENTRE II,1763342,hospital,,,Kwania,2.05595550,32.85391065,,,,,,
KAFUNJO HEALTH CENTRE II,11001478406,clinic,,,Rukungiri,-0.83093213,29.93729769,,,,,,
BUBEGGE,11056452439,clinic,,,Bugweri,0.59529538,33.57079664,,,,,,
NYABANI,11007308939,hospital,,,Kitagwenda,0.08922993,30.39809156,,,,,,
BUYAMBA HEALTH CENTRE II,9802975,hospital,,,Nakasongola,1.50429979,32.20706359,,,,,,
Lusaka General Care Clinic,4102726423,clinic,,,Kampala,0.28630104,32.58682952,"Lukuli Road, Kampala",,,,,
HEALTH CENTRE 11,11029992831,clinic,,,Hoima,1.49730869,31.50541942,,,,,,
NTUUSI,11029992933,hospital,,,Ssembabule,0.05177045,31.21535234,,,,,,
Trinity Medical Clinic Ondiriko,10023487001,doctors,,,Arua,3.12318149,30.88524659,,,,,,
Surgery Specialist,4064827095,clinic,,,Kampala,0.31937427,32.57389549,"Bombo Road, Kampala",,,,,
ALWI H/C III,6700497,hospital,,,Pakwach,2.46369578,31.35377067,,,,,,
Eden Pharmacy and Healthcare Ltd.,664584100,pharmacy,,,Wakiso,0.05548858,32.46367078,"Airport Road, Entebbe",,,,,
Medical and Eye Care Unit Buckby Branch,4043649807,clinic,,,Jinja,0.59028007,33.31501532,Busedde,,,,,
Jalia International Medical Center,8440240220,clinic,,,Wakiso,0.23320630,32.55283579,,,,,,
LWALA HOSPITAL,1353462,hospital,,,Kalaki,1.85944714,33.27833779,,,,,,
Yayari Health Center III,5549434,clinic,MSF;RMF,operational,Yumbe,3.53045992,31.35332995,,,,True,21,
Winner Medical Centre Nagongera,3990873094,clinic,,,Tororo,0.76217865,34.03868646,"Nagongera Street, Nagongera",,,,,
Soterias Pharmacy,3978017500,pharmacy,,,Luwero,0.83370420,32.49872147,,,,,,
ITANDA HC II,7235119,clinic,,,Iganga,0.82006927,33.47075049,,,,,,
Nyori Health Centre III,7502086,clinic,Local Government,non_operational,Yumbe,3.44519828,31.14867665,,,,,0,
KYAKATARA H/C II,11001734027,clinic,,,Kyenjojo,0.66296265,30.42759669,,,,,,
Downland Medical Clinic,4100092117,clinic,,,Kampala,0.29321737,32.57424996,Kampala,,,,,
Nakulabye Medical Centre,4102726446,clinic,,,Kampala,0.27141034,32.59039375,"Luwafu Road, Kampala",,,,,
HEALTH CENTRE,11001694684,clinic,,,Butambala,0.14829594,32.11503080,,,,,,
NAANYWA,11001694536,clinic,,,Lwengo,-0.53551933,31.40196570,,,,,,
KASANGA HEALTH CENTRE III,11001734149,hospital,,,Kasese,0.04557874,29.77620564,,,,,,
St Monica Health Centre ll,10102878040,doctors,,,Gulu,2.76999977,32.28894330,,,,,,
Real Medical Clinic,5533409729,clinic,,,Kampala,0.29077698,32.60387579,Babutiti Road,,,,,
Seeta- dental clinic,8463974519,dentist,,,Mukono,0.36813683,32.71226403,,,,,,
St James' Clinic,1498582165,doctors,,,Kampala,0.30135813,32.62133438,,,,,,
Masaka Phamaceuticals Limited,10047105740,pharmacy,,,Masaka,-0.34735751,31.73939958,,,,,,
KALUNGI,11001694589,clinic,,,Kalungu,-0.06538878,31.81758396,,,,,,
Igamara Health Center III,1512188,clinic,No,operational,Yumbe,3.31125329,31.25049163,Zone 04,,,True,6,
LUMINO HEALTH CENTRE III,9184899,clinic,,,Busia,0.32394652,33.98815079,,,,,,
Innocent'S Drug Shop,5985770894,doctors,Non,operational,Kikuube,1.16770326,30.76670997,,,,,1,
NYUMANJI,11054959890,hospital,,,Adjumani,3.45367037,31.94598105,,,,,,
NYAKYERA HEALTH CENTRE III,7111649,hospital,,,Ntungamo,-0.90458048,30.40795613,,,,,,
MASSE CLINIC,11007309012,hospital,,,Rwampara,-0.80931236,30.55543597,,,,,,
Ombu,5328918854,doctors,,operational,Arua,2.97839668,30.91045492,,,,,,
LUKOLO,11056452093,clinic,,,Jinja,0.56286940,33.18724636,,,,,,
Alahatawakal Drug Shop,5588620744,pharmacy,,operational,Yumbe,3.60653994,31.23303992,,,,,1,
ZEU,11066741278,hospital,,,Zombo,2.50989758,30.80295206,,,,,,
Al Albar Medical Clinic,10020547612,doctors,,,Arua,3.03574818,30.91314568,,,,,,
Lentan Pharmacy,4040404302,pharmacy,,,Jinja,0.43335064,33.21263892,"88/90 main street, Gokhale Road East, Jinja",,,,,
KALAMA HEALTH CENTRE 11,11010338275,hospital,,,Mityana,0.31268518,32.18641024,,,,,,
Nkono Central Medical Clinic,4069755441,clinic,,,Iganga,0.61678574,33.48173967,"Kaliro Road, Northern Division",,,,,
AKANGI HEALTH CENTRE II,7440227,hospital,,,Lira,2.38598187,32.97659438,,,,,,
Hajjat Aisha Nakasujja,3932129148,pharmacy,,,Kampala,0.31616945,32.57143783,,,,,,
No His Health Care,10102769153,doctors,,,Gulu,2.79793934,32.31372322,,,,,,
K. BLOCK MED. CLINIC,11001734141,clinic,,,Kasese,0.04420620,29.75090143,,,,,,
Kololo Hospital Kampala Ltd.,582857059,hospital,,,Kampala,0.33382895,32.58915860,"16, Kawalya Kaggwa Close, Kampala",,,,,
Galen Pharmacy,8963738633,pharmacy,private,,Kampala,0.34025385,32.57378669,,,,,3,
Town Medical Centre,10212571107,clinic,,,Kapchorwa,1.40153966,34.44308873,,,,,,
KARAMBI HEALTH CENTRE,11001734108,hospital,,,Kasese,0.06244313,29.74075002,,,,,,
KASAANA,11029993038,clinic,,,Mubende,0.55606497,31.39428678,,,,,,
HEALTH CENTRE III,11029993061,hospital,,,Gomba,0.21662555,31.39654286,,,,,,
Genre Of Medical And Child Care,10102833326,doctors,,,Gulu,2.78665453,32.29381344,,,,,,
Nalugugu,3955006908,clinic,,,Sironko,1.23768008,34.28850263,Bukiise Sub County,,,,,
HEALTH CENTRE II,11001734054,clinic,,,Bundibugyo,0.66983556,29.96742283,,,,,,
HEALTH CENTRE III,11073166794,hospital,,,Serere,1.48309692,33.15566494,,,,,,
BISHESHE HEALTH CENTRE III,5938503,hospital,,,Ibanda,-0.05446816,30.48929010,,,,,,
LUKUNG DISPENSARY,11080473491,hospital,,,Lamwo,3.59214176,32.70754627,,,,,,
HEALTH CENTRE 1V,11010338239,hospital,,,Mityana,0.31550745,32.12061834,,,,,,
KAGULU HEALTH CENTRE II,2210940,clinic,,,Buyende,1.23534253,33.30496173,,,,,,
BUKAYA,11056452156,hospital,,,Buikwe,0.42664419,33.19101705,,,,,,
BUYEGE,11010338328,clinic,,,Wakiso,0.14295877,32.38550123,,,,,,
RWESANDE HEALTH CENTRE IV,9083790,hospital,,,Kasese,0.39253580,30.15551710,,,,,,
Kamuli Health Centre,3990383053,doctors,,,Tororo,0.78930350,34.13619926,Mukuju,,,,,
St. Elizabeth Drug Shop,3958426960,doctors,,,Bukedea,1.22615396,34.06662845,"Kawo Kachumbala Road, Kachumbala",,,,,
MUKUNYU H/C III,11029992976,hospital,,,Kyenjojo,0.65271519,30.53228893,,,,,,
People's Pharmacy,3079717669,pharmacy,,,Soroti,1.71390252,33.61611080,,,,,,
JINJA REFERAL HOSPITAL,11056452204,clinic,,,Jinja,0.43015412,33.20438073,,,,,,
ABONYOTINGERE HC II,11073118395,hospital,,,Lira,2.23539084,32.96739634,,,,,,
Medical Clinic,5215671205,clinic,private,,Yumbe,3.47695999,31.37041663,,,,,,
Gaagi Foundation Medical Center,8632128803,doctors,private,,Zombo,2.40199189,30.87071497,,,,,2,
Labala Health Centre II,5456940765,doctors,Private,,Amuru,3.05940484,32.03219035,,,,,,
Good Life Medical Centre,10102817909,doctors,,,Gulu,2.76379347,32.25218698,,,,,,
AMUEN H/C II,11056451891,clinic,,,Bukedea,1.27570777,34.16447837,,,,,,
God Will Drug Shop.,5789319897,doctors,,non operational,Obongi,3.48602435,31.64097826,,,,,0,
Nelson Medical Specialists,4940646403,clinic,,,Kampala,0.34173459,32.59533748,,,,,,
Maluku Health Center,3955091325,doctors,,,Mbale,1.06778854,34.16229975,Mbale,,,,,
